,created_at,id,health,politics,emotions,full_text,full_text_tokenize,clean_full_text,clean_full_text_tokenized,porter_lamtizer_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Wed Oct 14 07:00:40 +0000 2020,1.31627E+18,1,1,1,@LBC Kent there are currently covid patients hospital. NINE! why shut down the whole the county (or any other with similar low instance) and ruin businesses such flimsy pseudo-scientific evidence?,"['@LBC', 'Kent', 'there', 'are', 'currently', 'covid', 'patients', 'hospital', '.', 'NINE', '!', 'why', 'shut', 'down', 'the', 'whole', 'the', 'county', '(', 'or', 'any', 'other', 'with', 'similar', 'low', 'instance', ')', 'and', 'ruin', 'businesses', 'such', 'flimsy', 'pseudo-scientific', 'evidence', '?']", Kent there are currently covid patients hospital NINE why shut down the whole the county or any other with similar low instance and ruin businesses such flimsy pseudoscientific evidence,"['Kent', 'currently', 'patients', 'hospital', 'NINE', 'low', 'ruin', 'businesses', 'flimsy', 'pseudo-scientific', 'evidence']","kent,current,patient,hospit,nine,low,ruin,busi,flimsi,pseudo-scientif,evid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Wed Oct 14 07:00:40 +0000 2020,1.31627E+18,0,0,0,"@kaiwhitt Not really, before Covid use that machine all the time work out because wanted keep thighs and butt firm NEVER for attention..but ummm👀if thats why YOU use then okay off😌","['@kaiwhitt', 'Not', 'really', ',', 'before', 'Covid', 'use', 'that', 'machine', 'all', 'the', 'time', 'work', 'out', 'because', 'wanted', 'keep', 'thighs', 'and', 'butt', 'firm', 'NEVER', 'for', 'attention', '.', '.', 'but', 'ummm', '👀', 'if', 'thats', 'why', 'YOU', 'use', 'then', 'okay', 'off', '😌']", Not really before Covid use that machine all the time work out because wanted keep thighs and butt firm NEVER for attentionbut ummmif thats why YOU use then okay off,"['Not', 'Covid', 'use', 'work', 'wanted', 'keep', 'firm', 'NEVER', 'ummm', '👀', 'YOU', 'use', '😌']","not,covid,use,work,want,keep,firm,never,ummm,👀,you,use,😌",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Wed Oct 14 07:00:39 +0000 2020,1.31627E+18,0,0,0,@NWJK @Banterm42404691 @BethRigby Because the message has been clear mud example can only meet your family from more than households your pub covid only gets you the pub after really...,"['@NWJK', '@Banterm42404691', '@BethRigby', 'Because', 'the', 'message', 'has', 'been', 'clear', 'mud', 'example', 'can', 'only', 'meet', 'your', 'family', 'from', 'more', 'than', 'households', 'your', 'pub', 'covid', 'only', 'gets', 'you', 'the', 'pub', 'after', 'really', '.', '.', '.']",   Because the message has been clear mud example can only meet your family from more than households your pub covid only gets you the pub after really,"['Because', 'clear', 'example', 'family', 'households', 'pub', 'gets', 'pub']","becaus,clear,exampl,famili,household,pub,get,pub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Wed Oct 14 07:00:39 +0000 2020,1.31627E+18,0,0,0,"Also it's not unpaid bill- you don't get charged until your property comes into rating, which the VOA do. What strikes odd *when* the properties came into rating. Also that was clearly habitable May, although inspectors were also restricted COVID","['Also', ""it's"", 'not', 'unpaid', 'bill', '-', 'you', ""don't"", 'get', 'charged', 'until', 'your', 'property', 'comes', 'into', 'rating', ',', 'which', 'the', 'VOA', 'do', '.', 'What', 'strikes', 'odd', '*', 'when', '*', 'the', 'properties', 'came', 'into', 'rating', '.', 'Also', 'that', 'was', 'clearly', 'habitable', 'May', ',', 'although', 'inspectors', 'were', 'also', 'restricted', 'COVID']",Also its not unpaid bill you dont get charged until your property comes into rating which the VOA do What strikes odd when the properties came into rating Also that was clearly habitable May although inspectors were also restricted COVID,"['unpaid', 'bill', 'get', 'charged', 'property', 'rating', 'VOA', 'What', 'properties', 'came', 'rating', 'clearly', 'habitable', 'May', 'COVID']","unpaid,bill,get,charg,properti,rate,voa,what,properti,came,rate,clearli,habit,may,covid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Wed Oct 14 07:00:39 +0000 2020,1.31627E+18,1,0,0,Larry Onge from DHL and Jon Chorley from @Oracle discussed the world #SupplyChains and #Logistics and the impact that the development #COVID-19 vaccine would have these industries. Listen here: https://t.co/u9teOCgccJ https://t.co/UGCcGq4bWm,"['Larry', 'Onge', 'from', 'DHL', 'and', 'Jon', 'Chorley', 'from', '@Oracle', 'discussed', 'the', 'world', '#SupplyChains', 'and', '#Logistics', 'and', 'the', 'impact', 'that', 'the', 'development', '#COVID-19', 'vaccine', 'would', 'have', 'these', 'industries', '.', 'Listen', 'here', ':', 'https://t.co/u9teOCgccJ', 'https://t.co/UGCcGq4bWm']",Larry Onge from DHL and Jon Chorley from  discussed the world SupplyChains and Logistics and the impact that the development COVID19 vaccine would have these industries Listen here  ,"['Larry', 'Onge', 'DHL', 'Jon', 'Chorley', 'world', 'vaccine', 'would', 'Listen']","larri,ong,dhl,jon,chorley,world,vaccin,would,listen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Wed Oct 14 07:00:39 +0000 2020,1.31627E+18,1,1,0,@redhead27 health not business your priority 800 people have died under the Dan Andrews govt way handling covid how does that compare NSW and QLD??,"['@redhead27', 'health', 'not', 'business', 'your', 'priority', '800', 'people', 'have', 'died', 'under', 'the', 'Dan', 'Andrews', 'govt', 'way', 'handling', 'covid', 'how', 'does', 'that', 'compare', 'NSW', 'and', 'QLD', '?', '?']", health not business your priority 800 people have died under the Dan Andrews govt way handling covid how does that compare NSW and QLD,"['business', 'priority', '800', 'people', 'Dan', 'govt', 'way', 'handling', 'NSW', 'QLD']","busi,prioriti,800,peopl,dan,govt,way,handl,nsw,qld",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Wed Oct 14 07:00:39 +0000 2020,1.31627E+18,0,1,0,"Budget 2021 main points: €5,000 week for Covid-hit firms, hospitality VAT rate cut #Budget2021 https://t.co/527DBDnwck","['Budget', '2021', 'main', 'points', ':', '€', '5,000', 'week', 'for', 'Covid-hit', 'firms', ',', 'hospitality', 'VAT', 'rate', 'cut', '#Budget2021', 'https://t.co/527DBDnwck']",Budget 2021 main points 5000 week for Covidhit firms hospitality VAT rate cut Budget2021 ,"['Budget', '2021', 'points', '€', 'Covid-hit', 'firms', 'hospitality', 'VAT', 'rate', 'cut']","budget,2021,point,€,covid-hit,firm,hospit,vat,rate,cut",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Wed Oct 14 07:00:38 +0000 2020,1.31627E+18,0,1,0,Liverpool City Region’s Casinos and Betting Shops Cease Operation October 14th Due Stricter Covid-19 Measures #Gambling #Casino #BettingShop #Bookmaker #Liverpool #LiverpoolCityRegion #Coronavirus #Covid19 #England #UK https://t.co/prikf6b41x,"['Liverpool', 'City', 'Region', '’', 's', 'Casinos', 'and', 'Betting', 'Shops', 'Cease', 'Operation', 'October', '14', 'th', 'Due', 'Stricter', 'Covid', '-', '19', 'Measures', '#Gambling', '#Casino', '#BettingShop', '#Bookmaker', '#Liverpool', '#LiverpoolCityRegion', '#Coronavirus', '#Covid19', '#England', '#UK', 'https://t.co/prikf6b41x']",Liverpool City Regions Casinos and Betting Shops Cease Operation October 14th Due Stricter Covid19 Measures Gambling Casino BettingShop Bookmaker Liverpool LiverpoolCityRegion Coronavirus Covid19 England UK ,"['Liverpool', 'City', 'Region', 'Casinos', 'Betting', 'Cease', 'Operation', 'October', 'Due', 'Covid', 'Measures']","liverpool,citi,region,casino,bet,ceas,oper,octob,due,covid,measur",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Wed Oct 14 07:00:38 +0000 2020,1.31627E+18,0,0,0,Please see below post how Thirteen Apparel continuing follow all #covid procedures and focusing delivering the most important people.... YOU you have any questions concerns then please use our social media links email contact https://t.co/7ZIraRPe9C,"['Please', 'see', 'below', 'post', 'how', 'Thirteen', 'Apparel', 'continuing', 'follow', 'all', '#covid', 'procedures', 'and', 'focusing', 'delivering', 'the', 'most', 'important', 'people', '.', '.', '.', '.', 'YOU', 'you', 'have', 'any', 'questions', 'concerns', 'then', 'please', 'use', 'our', 'social', 'media', 'links', 'email', 'contact', 'https://t.co/7ZIraRPe9C']",Please see below post how Thirteen Apparel continuing follow all covid procedures and focusing delivering the most important people YOU you have any questions concerns then please use our social media links email contact ,"['Please', 'post', 'Thirteen', 'follow', 'procedures', 'focusing', 'people', 'YOU', 'questions', 'please', 'use', 'links', 'email']","pleas,post,thirteen,follow,procedur,focus,peopl,you,question,pleas,use,link,email",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Wed Oct 14 07:00:38 +0000 2020,1.31627E+18,1,1,0,Pam Brown and Jane Diggle provide insights how prioritise primary care diabetes services during and post COVID-19 pandemic: https://t.co/NpvWUt0Asz #DOTN #Diabetes https://t.co/sVunGc67DV,"['Pam', 'Brown', 'and', 'Jane', 'Diggle', 'provide', 'insights', 'how', 'prioritise', 'primary', 'care', 'diabetes', 'services', 'during', 'and', 'post', 'COVID', '-', '19', 'pandemic', ':', 'https://t.co/NpvWUt0Asz', '#DOTN', '#Diabetes', 'https://t.co/sVunGc67DV']",Pam Brown and Jane Diggle provide insights how prioritise primary care diabetes services during and post COVID19 pandemic  DOTN Diabetes ,"['Pam', 'Brown', 'Jane', 'Diggle', 'provide', 'prioritise', 'primary', 'care', 'post', 'COVID', 'pandemic']","pam,brown,jane,diggl,provid,prioritis,primari,care,post,covid,pandem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Wed Oct 14 07:00:38 +0000 2020,1.31627E+18,1,1,1,"@CNNSitRoom @wolfblitzer Wolf, you have been lied about Covid. Thousands killed because Governors ignorance. Mild cold!","['@CNNSitRoom', '@wolfblitzer', 'Wolf', ',', 'you', 'have', 'been', 'lied', 'about', 'Covid', '.', 'Thousands', 'killed', 'because', 'Governors', 'ignorance', '.', 'Mild', 'cold', '!']",  Wolf you have been lied about Covid Thousands killed because Governors ignorance Mild cold,"['Wolf', 'lied', 'Covid', 'Thousands', 'killed', 'Governors', 'Mild']","wolf,lie,covid,thousand,kill,governor,mild",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Wed Oct 14 07:00:37 +0000 2020,1.31627E+18,1,0,0,woman her 30s who tested positive COVID-19 transited through Canberra Airport October. ACT Health says the woman travelled from Townsville Melbourne air and passed through Canberra Airport last Wednesday https://t.co/j1b9DA1GGf https://t.co/AYtX3u8gUj,"['woman', 'her', '30', 's', 'who', 'tested', 'positive', 'COVID', '-', '19', 'transited', 'through', 'Canberra', 'Airport', 'October', '.', 'ACT', 'Health', 'says', 'the', 'woman', 'travelled', 'from', 'Townsville', 'Melbourne', 'air', 'and', 'passed', 'through', 'Canberra', 'Airport', 'last', 'Wednesday', 'https://t.co/j1b9DA1GGf', 'https://t.co/AYtX3u8gUj']",woman her 30s who tested positive COVID19 transited through Canberra Airport October ACT Health says the woman travelled from Townsville Melbourne air and passed through Canberra Airport last Wednesday  ,"['woman', 'positive', 'COVID', 'Canberra', 'October', 'Health', 'woman', 'Townsville', 'Melbourne', 'passed', 'Canberra', 'last', 'Wednesday']","woman,posit,covid,canberra,octob,health,woman,townsvil,melbourn,pass,canberra,last,wednesday",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Wed Oct 14 07:00:37 +0000 2020,1.31627E+18,0,0,1,THE falling GDP rising covid &amp; unemployment was never problem &amp; danger for country but Small add (Tanshiq) really big threat india jai,"['THE', 'falling', 'GDP', 'rising', 'covid', '&', 'amp', ';', 'unemployment', 'was', 'never', 'problem', '&', 'amp', ';', 'danger', 'for', 'country', 'but', 'Small', 'add', '(', 'Tanshiq', ')', 'really', 'big', 'threat', 'india', 'jai']",THE falling GDP rising covid amp unemployment was never problem amp danger for country but Small add Tanshiq really big threat india jai,"['THE', 'falling', 'GDP', 'rising', 'unemployment', 'problem', 'Tanshiq', 'big', 'jai']","the,fall,gdp,rise,unemploy,problem,tanshiq,big,jai",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Wed Oct 14 07:00:37 +0000 2020,1.31627E+18,0,1,0,"@Deepans26066605 Your PAN application under verification with Income Tax Department (ITD). Further, applicants are requested note that account COVID-19 outbreak and Govt. advisories issued this context, there will delays processing. 1/2","['@Deepans26066605', 'Your', 'PAN', 'application', 'under', 'verification', 'with', 'Income', 'Tax', 'Department', '(', 'ITD', ')', '.', 'Further', ',', 'applicants', 'are', 'requested', 'note', 'that', 'account', 'COVID', '-', '19', 'outbreak', 'and', 'Govt', '.', 'advisories', 'issued', 'this', 'context', ',', 'there', 'will', 'delays', 'processing', '.', '1', '/', '2']", Your PAN application under verification with Income Tax Department ITD Further applicants are requested note that account COVID19 outbreak and Govt advisories issued this context there will delays processing 12,"['Your', 'PAN', 'Tax', 'Department', 'Further', 'COVID', 'Govt', 'processing', '2']","your,pan,tax,depart,further,covid,govt,process,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Wed Oct 14 07:00:37 +0000 2020,1.31627E+18,1,0,0,this the 3rd 4th covid vaccine halted the west? https://t.co/LGWamYDym6,"['this', 'the', '3', 'rd', '4', 'th', 'covid', 'vaccine', 'halted', 'the', 'west', '?', 'https://t.co/LGWamYDym6']",this the 3rd 4th covid vaccine halted the west ,"['rd', '4', 'vaccine', 'halted']","rd,4,vaccin,halt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Wed Oct 14 07:00:36 +0000 2020,1.31627E+18,0,1,1,"@NadineDorries your job the right thing. Stop scaremongering Tell the truth Stop manipulating figures Use common sense Look the big picture. There are other diseases and illness that are and long term, will kill more people than Covid. Stop worrying about votes.","['@NadineDorries', 'your', 'job', 'the', 'right', 'thing', '.', 'Stop', 'scaremongering', 'Tell', 'the', 'truth', 'Stop', 'manipulating', 'figures', 'Use', 'common', 'sense', 'Look', 'the', 'big', 'picture', '.', 'There', 'are', 'other', 'diseases', 'and', 'illness', 'that', 'are', 'and', 'long', 'term', ',', 'will', 'kill', 'more', 'people', 'than', 'Covid', '.', 'Stop', 'worrying', 'about', 'votes', '.']", your job the right thing Stop scaremongering Tell the truth Stop manipulating figures Use common sense Look the big picture There are other diseases and illness that are and long term will kill more people than Covid Stop worrying about votes,"['job', 'right', 'Tell', 'figures', 'Look', 'big', 'picture', 'long', 'kill', 'people', 'Covid', 'worrying', 'votes']","job,right,tell,figur,look,big,pictur,long,kill,peopl,covid,worri,vote",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Wed Oct 14 07:00:36 +0000 2020,1.31627E+18,1,0,1,Rising COVID-19 cases King County raises concern colder weather beckons KOMO News https://t.co/oQIVWS1x5v,"['Rising', 'COVID', '-', '19', 'cases', 'King', 'County', 'raises', 'concern', 'colder', 'weather', 'beckons', 'KOMO', 'News', 'https://t.co/oQIVWS1x5v']",Rising COVID19 cases King County raises concern colder weather beckons KOMO News ,"['Rising', 'COVID', 'cases', 'King', 'County', 'raises', 'KOMO', 'News']","rise,covid,case,king,counti,rais,komo,new",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Wed Oct 14 07:00:36 +0000 2020,1.31627E+18,1,1,0,Italy impose more restrictions😕 #COVID https://t.co/WrNOS5lORD,"['Italy', 'impose', 'more', 'restrictions', '😕', '#COVID', 'https://t.co/WrNOS5lORD']",Italy impose more restrictions COVID ,['😕'],😕,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Wed Oct 14 07:00:36 +0000 2020,1.31627E+18,0,0,0,@overtimemary covid.,"['@overtimemary', 'covid', '.']", covid,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Wed Oct 14 07:00:36 +0000 2020,1.31627E+18,0,1,0,All World First policies now automatically include our coronavirus travel insurance extension. It's designed help you travel with little extra peace mind while the world adjusts the challenge COVID-19 https://t.co/6nRLJztjTJ https://t.co/beJvzD4gUB,"['All', 'World', 'First', 'policies', 'now', 'automatically', 'include', 'our', 'coronavirus', 'travel', 'insurance', 'extension', '.', ""It's"", 'designed', 'help', 'you', 'travel', 'with', 'little', 'extra', 'peace', 'mind', 'while', 'the', 'world', 'adjusts', 'the', 'challenge', 'COVID', '-', '19', 'https://t.co/6nRLJztjTJ', 'https://t.co/beJvzD4gUB']",All World First policies now automatically include our coronavirus travel insurance extension Its designed help you travel with little extra peace mind while the world adjusts the challenge COVID19  ,"['World', 'First', 'policies', 'extension', 'little', 'extra', 'peace', 'world', 'challenge', 'COVID']","world,first,polici,extens,littl,extra,peac,world,challeng,covid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Wed Oct 14 07:00:35 +0000 2020,1.31627E+18,0,1,0,Pelosi lashes out CNN's Wolf Blitzer GOP 'apologist' during testy exchange stalled COVID stimulus https://t.co/tfGSrgLHJe,"['Pelosi', 'lashes', 'out', ""CNN's"", 'Wolf', 'Blitzer', 'GOP', ""'"", 'apologist', ""'"", 'during', 'testy', 'exchange', 'stalled', 'COVID', 'stimulus', 'https://t.co/tfGSrgLHJe']",Pelosi lashes out CNNs Wolf Blitzer GOP apologist during testy exchange stalled COVID stimulus ,"['Pelosi', 'lashes', ""CNN's"", 'Wolf', 'Blitzer', 'GOP', 'exchange', 'COVID']","pelosi,lash,cnn',wolf,blitzer,gop,exchang,covid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Wed Oct 14 07:00:35 +0000 2020,1.31627E+18,0,1,0,launches free Covid-19 CVA Standard Form for smaller businesses https://t.co/4XWoqX9DRu,"['launches', 'free', 'Covid', '-', '19', 'CVA', 'Standard', 'Form', 'for', 'smaller', 'businesses', 'https://t.co/4XWoqX9DRu']",launches free Covid19 CVA Standard Form for smaller businesses ,"['launches', 'free', 'Covid', 'CVA', 'Form', 'businesses']","launch,free,covid,cva,form,busi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Wed Oct 14 07:00:34 +0000 2020,1.31627E+18,0,1,0,"#makingithappen @SligoChamber Grants minimum €500 maximum €1,000 respect vouched expenditure. For Micro-Enterprises who are not eligible for the COVID-19 Restart/Restart Plus Grant similar COVID-19 business restart grants. https://t.co/OjOUBgB78g https://t.co/SOYhqsJCKm","['#makingithappen', '@SligoChamber', 'Grants', 'minimum', '€', '500', 'maximum', '€', '1,000', 'respect', 'vouched', 'expenditure', '.', 'For', 'Micro-Enterprises', 'who', 'are', 'not', 'eligible', 'for', 'the', 'COVID', '-', '19', 'Restart', '/', 'Restart', 'Plus', 'Grant', 'similar', 'COVID', '-', '19', 'business', 'restart', 'grants', '.', 'https://t.co/OjOUBgB78g', 'https://t.co/SOYhqsJCKm']",makingithappen  Grants minimum 500 maximum 1000 respect vouched expenditure For MicroEnterprises who are not eligible for the COVID19 RestartRestart Plus Grant similar COVID19 business restart grants  ,"['Grants', '€', '€', 'vouched', 'expenditure', 'For', 'Micro-Enterprises', 'eligible', 'COVID', 'Restart', 'Restart', 'Plus', 'Grant', 'COVID', 'business', 'grants']","grant,€,€,vouch,expenditur,for,micro-enterpris,elig,covid,restart,restart,plu,grant,covid,busi,grant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Wed Oct 14 07:00:34 +0000 2020,1.31627E+18,0,1,0,"With the uncertainties brought COVID-19, such closed borders and damaged economies, African exports are expected decline 53%. More here https://t.co/fVmUHSqv1f #Covid19 #IntraAfricanTrade #Restrictions #Economy #Exports #Africa #Covid19 https://t.co/niR7Q2HQeu","['With', 'the', 'uncertainties', 'brought', 'COVID', '-', '19,', 'such', 'closed', 'borders', 'and', 'damaged', 'economies', ',', 'African', 'exports', 'are', 'expected', 'decline', '53', '%', '.', 'More', 'here', 'https://t.co/fVmUHSqv1f', '#Covid19', '#IntraAfricanTrade', '#Restrictions', '#Economy', '#Exports', '#Africa', '#Covid19', 'https://t.co/niR7Q2HQeu']",With the uncertainties brought COVID19 such closed borders and damaged economies African exports are expected decline 53 More here  Covid19 IntraAfricanTrade Restrictions Economy Exports Africa Covid19 ,"['With', 'uncertainties', 'brought', 'COVID', 'closed', 'borders', 'economies', 'exports', 'expected', 'More']","with,uncertainti,brought,covid,close,border,economi,export,expect,more",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Wed Oct 14 07:00:34 +0000 2020,1.31627E+18,1,1,0,Leeds @andreajenkyns learns friend's Covid-19 death moments before House Commons speech https://t.co/8MD9OMZ1r4,"['Leeds', '@andreajenkyns', 'learns', ""friend's"", 'Covid', '-', '19', 'death', 'moments', 'before', 'House', 'Commons', 'speech', 'https://t.co/8MD9OMZ1r4']",Leeds  learns friends Covid19 death moments before House Commons speech ,"['Leeds', 'learns', ""friend's"", 'Covid', 'House', 'Commons']","leed,learn,friend',covid,hous,common",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Wed Oct 14 07:00:33 +0000 2020,1.31627E+18,1,0,1,Just give covid results! want know I'm actually dying just have mega cold!! Also being able college would nice!!!,"['Just', 'give', 'covid', 'results', '!', 'want', 'know', ""I'm"", 'actually', 'dying', 'just', 'have', 'mega', 'cold', '!', '!', 'Also', 'being', 'able', 'college', 'would', 'nice', '!', '!', '!']",Just give covid results want know Im actually dying just have mega cold Also being able college would nice,"['Just', 'give', 'want', 'know', 'would']","just,give,want,know,would",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Wed Oct 14 07:00:33 +0000 2020,1.31627E+18,0,0,0,#COVID19 #airbonetransmission #coronavirusprevention #StaySafe Airborne transmission COVID CDC read the full article: https://t.co/r1ltfK1L2D https://t.co/jMbhvq704T,"['#COVID19', '#airbonetransmission', '#coronavirusprevention', '#StaySafe', 'Airborne', 'transmission', 'COVID', 'CDC', 'read', 'the', 'full', 'article', ':', 'https://t.co/r1ltfK1L2D', 'https://t.co/jMbhvq704T']",COVID19 airbonetransmission coronavirusprevention StaySafe Airborne transmission COVID CDC read the full article  ,"['COVID', 'CDC', 'full']","covid,cdc,full",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Wed Oct 14 07:00:32 +0000 2020,1.31627E+18,0,1,0,Covid hoax and vaccine real propegngda and digital certification like Rfid quantum dot tattoos full slavery planning wake https://t.co/X1zRh8mCVy,"['Covid', 'hoax', 'and', 'vaccine', 'real', 'propegngda', 'and', 'digital', 'certification', 'like', 'Rfid', 'quantum', 'dot', 'tattoos', 'full', 'slavery', 'planning', 'wake', 'https://t.co/X1zRh8mCVy']",Covid hoax and vaccine real propegngda and digital certification like Rfid quantum dot tattoos full slavery planning wake ,"['Covid', 'hoax', 'vaccine', 'propegngda', 'certification', 'like', 'Rfid', 'quantum', 'full', 'planning', 'wake']","covid,hoax,vaccin,propegngda,certif,like,rfid,quantum,full,plan,wake",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Wed Oct 14 07:00:32 +0000 2020,1.31627E+18,1,0,0,"Dustin Johnson, the world's top golfer, tests positive for Covid-19 https://t.co/xr29xmWJuh https://t.co/fFmiw136nG","['Dustin', 'Johnson', ',', 'the', ""world's"", 'top', 'golfer', ',', 'tests', 'positive', 'for', 'Covid', '-', '19', 'https://t.co/xr29xmWJuh', 'https://t.co/fFmiw136nG']",Dustin Johnson the worlds top golfer tests positive for Covid19  ,"['Dustin', 'Johnson', ""world's"", 'golfer', 'positive', 'Covid']","dustin,johnson,world',golfer,posit,covid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Wed Oct 14 07:00:32 +0000 2020,1.31627E+18,0,0,1,"Developing working Covid-19 vaccine “might not enough” end the pandemic unless steps are taken governments and technology firms tackle coronavirus misinformation, scientists have warned. https://t.co/MCWdXw2oyW https://t.co/fH4RwVTgrG","['Developing', 'working', 'Covid', '-', '19', 'vaccine', '“', 'might', 'not', 'enough', '”', 'end', 'the', 'pandemic', 'unless', 'steps', 'are', 'taken', 'governments', 'and', 'technology', 'firms', 'tackle', 'coronavirus', 'misinformation', ',', 'scientists', 'have', 'warned', '.', 'https://t.co/MCWdXw2oyW', 'https://t.co/fH4RwVTgrG']",Developing working Covid19 vaccine might not enough end the pandemic unless steps are taken governments and technology firms tackle coronavirus misinformation scientists have warned  ,"['Developing', 'working', 'Covid', 'vaccine', 'enough', 'end', 'pandemic', 'unless', 'governments', 'firms', 'warned']","develop,work,covid,vaccin,enough,end,pandem,unless,govern,firm,warn",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Wed Oct 14 07:00:32 +0000 2020,1.31627E+18,0,0,1,"@Oggs26 @leadingspark @TsuiAllen @shadylady222 @Bectully @ASTsupportAAli @HughesHaili @HecticTeacher @morvale83 @OGTeaches Morning all...still feeling like roadkill today although definitely bit better than yesterday! Damn all the non- covid germs that are still out there!!!! Remember avoid them too, people! Have good day all,","['@Oggs26', '@leadingspark', '@TsuiAllen', '@shadylady222', '@Bectully', '@ASTsupportAAli', '@HughesHaili', '@HecticTeacher', '@morvale83', '@OGTeaches', 'Morning', 'all', '.', '.', '.', 'still', 'feeling', 'like', 'roadkill', 'today', 'although', 'definitely', 'bit', 'better', 'than', 'yesterday', '!', 'Damn', 'all', 'the', 'non', '-', 'covid', 'germs', 'that', 'are', 'still', 'out', 'there', '!', '!', '!', '!', 'Remember', 'avoid', 'them', 'too', ',', 'people', '!', 'Have', 'good', 'day', 'all', ',']",          Morning allstill feeling like roadkill today although definitely bit better than yesterday Damn all the non covid germs that are still out there Remember avoid them too people Have good day all,"['Morning', 'feeling', 'like', 'roadkill', 'bit', 'Damn', 'germs', 'Remember', 'people', 'Have', 'good']","morn,feel,like,roadkil,bit,damn,germ,rememb,peopl,have,good",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Wed Oct 14 07:00:32 +0000 2020,1.31627E+18,0,0,0,"October 14, 2020 about 9:58 AM, Pat Aidelyn Sabud, Assistant PCAD/INTEL PNCO Mahinog Municipal Police Station distributed one leaflets awareness Bullying against COVID Patients and one Terrorism prevention tips Benoni, Mahinog, Camiguin https://t.co/tPoGXlYOiE","['October', '14,', '2020', 'about', '9', ':', '58', 'AM', ',', 'Pat', 'Aidelyn', 'Sabud', ',', 'Assistant', 'PCAD', '/', 'INTEL', 'PNCO', 'Mahinog', 'Municipal', 'Police', 'Station', 'distributed', 'one', 'leaflets', 'awareness', 'Bullying', 'against', 'COVID', 'Patients', 'and', 'one', 'Terrorism', 'prevention', 'tips', 'Benoni', ',', 'Mahinog', ',', 'Camiguin', 'https://t.co/tPoGXlYOiE']",October 14 2020 about 958 AM Pat Aidelyn Sabud Assistant PCADINTEL PNCO Mahinog Municipal Police Station distributed one leaflets awareness Bullying against COVID Patients and one Terrorism prevention tips Benoni Mahinog Camiguin ,"['October', '2020', '9', 'Pat', 'PCAD', 'PNCO', 'Mahinog', 'Municipal', 'Police', 'leaflets', 'Bullying', 'COVID', 'Patients', 'Terrorism', 'prevention', 'Benoni', 'Mahinog', 'Camiguin']","octob,2020,9,pat,pcad,pnco,mahinog,municip,polic,leaflet,bulli,covid,patient,terror,prevent,benoni,mahinog,camiguin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
